"Asset_ID","Original_Filename","Current_Filename","Full_Path","Directory","Parent_Folder","Extension","File_Size_Bytes","File_Size_MB","SHA256_Hash","MD5_Hash","Width_Pixels","Height_Pixels","Dimensions","Camera_Make","Camera_Model","Software","Lens_Make","Lens_Model","Focal_Length","EXIF_DateTime","EXIF_DateTimeOriginal","EXIF_DateTimeDigitized","File_Creation_Time","File_Modified_Time","File_Access_Time","Orientation","Flash","Metering_Mode","White_Balance","Is_iPhone","iPhone_Confidence","iPhone_Reasons","Asset_Type","Quality","Has_Duplicate","Duplicate_Location","Metadata_Score","Has_EXIF","Notes"
"7403d353-1a91-4cae-a285-bf038c1364ab","BATHROOM_WALL.png","BATHROOM_WALL.png","H:\My Drive\Happy Place Media\Website Library\Projects\Davis Bathroom Remodel\?? DROP NEW PHOTO HERE\BATHROOM_WALL.png","H:\My Drive\Happy Place Media\Website Library\Projects\Davis Bathroom Remodel\?? DROP NEW PHOTO HERE","?? DROP NEW PHOTO HERE",".png","1656260","1.58","7804099B3A90F250341A8011CEAACE8CFB56A02C30442C1239CEBF1132C553FF","5002FAB27FF868CDD9C44A966ED186E4","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 5:04:52 PM","7/27/2026 4:02:43 PM","7/29/2026 5:04:52 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Active Project","Medium","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\davis-bathroom-remodel\BATHROOM_WALL.png","0","No",""
"3aa3e419-679d-43bb-aa1d-c900615125d8","HOMESERVICEPROJECTPERGOLAS.jpg","HOMESERVICEPROJECTPERGOLAS.jpg","H:\My Drive\Happy Place Media\Website Library\Projects\Martinez Pergola\?? DROP NEW PHOTO HERE\HOMESERVICEPROJECTPERGOLAS.jpg","H:\My Drive\Happy Place Media\Website Library\Projects\Martinez Pergola\?? DROP NEW PHOTO HERE","?? DROP NEW PHOTO HERE",".jpg","2081361","1.98","0AB88793F39B024E9657F4B52228B316A64ED58227BABD98F05B659272F04B14","DA1684B44DD4EEFCED45DE65C904B6AD","Unknown","Unknown","Unknown","Unknown","Unknown","Picasa","Unknown","Unknown","Unknown","Unknown","2026:03:17 19:03:40","Unknown","7/29/2026 5:04:52 PM","7/22/2026 1:42:40 PM","7/29/2026 5:04:52 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Active Project","Medium","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\martinez-pergola\HOMESERVICEPROJECTPERGOLAS.jpg","3","Yes",""
"2f2d728a-7176-48a3-9f4c-cafc8fdafdb1","1.png","1.png","H:\My Drive\Happy Place Media\Website Library\Projects\Martinez Pergola\?? OLD PHOTOS\1.png","H:\My Drive\Happy Place Media\Website Library\Projects\Martinez Pergola\?? OLD PHOTOS","?? OLD PHOTOS",".png","2637377","2.52","F8A835AFBE43E1C4787FB5235B24C8FAC661905B49C5A00BAE7BF22EA2D80B67","156DCA09A6A16F058A22B881A499738F","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 5:04:52 PM","7/23/2026 6:34:25 PM","7/29/2026 5:04:52 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Old Project","High","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\martinez-pergola\1.png","0","No",""
"991347fc-1e09-419c-8092-0d02c3cbf2c8","FENCE BUILD.jpg","FENCE BUILD.jpg","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\johnson-cedar-fence\FENCE BUILD.jpg","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\johnson-cedar-fence","johnson-cedar-fence",".jpg","679283","0.65","FDE707D0E89F57292087636F44C2E8A580ADD68C1BDF6A3F8573A15BC92623CE","BDD2DE391261CD0F879BFF255754DD2A","Unknown","Unknown","Unknown","Unknown","Unknown","Picasa","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 9:23:48 PM","7/29/2026 9:23:48 PM","7/29/2026 9:23:48 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","Medium","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Johnson Cedar Fence\?? DROP NEW PHOTO HERE\FENCE BUILD.jpg","1","No",""
"493c960e-d47e-4c80-9bad-822336b281da","FENCEREBUILDMATCHINGSTAIN.png","FENCEREBUILDMATCHINGSTAIN.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\johnson-cedar-fence\FENCEREBUILDMATCHINGSTAIN.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\johnson-cedar-fence","johnson-cedar-fence",".png","2014324","1.92","E4DAE37BB90595BBE466680B3295956F8A58A4589C5CE26C60AD7D4088E9535B","E03E06EF17E7F9AB6C8AE9D4D42C986B","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 9:23:50 PM","7/29/2026 9:23:50 PM","7/29/2026 9:23:50 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","Medium","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Johnson Cedar Fence\?? OLD PHOTOS\FENCEREBUILDMATCHINGSTAIN.png","0","No",""
"8e4f20d9-cd96-4c49-8a71-0319b8b53150","FINISHEDCARPENTRY0.png","FINISHEDCARPENTRY0.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\smith-built-ins\FINISHEDCARPENTRY0.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\smith-built-ins","smith-built-ins",".png","170191","0.16","C16F37D656C830146EE3F2B54ED0B62C5D821952C06B7E85CB9C465672CD093E","7D807DF977595FA04ACBAD9D72F02BEE","Unknown","Unknown","Unknown","Unknown","Unknown","Picasa","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 9:23:51 PM","7/29/2026 9:23:51 PM","7/29/2026 9:23:51 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","Low","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Smith Built-Ins\?? OLD PHOTOS\FINISHEDCARPENTRY0.png","1","No",""
"e5ae9a86-e512-4f86-9ea9-d2b329eef27d","FINISHEDCARPENTRY.png","FINISHEDCARPENTRY.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\smith-built-ins\FINISHEDCARPENTRY.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\smith-built-ins","smith-built-ins",".png","2563271","2.44","89A9F5D4BB013FA3978D767755FBFE05B11C3C0330CA6CF7AC02FB0D011BE90E","C200B8E3AB4CA0FBACB30A1DFFF8A6CD","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 9:23:52 PM","7/29/2026 9:23:52 PM","7/29/2026 9:23:52 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","High","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Smith Built-Ins\?? DROP NEW PHOTO HERE\FINISHEDCARPENTRY.png","0","No",""
"caf2d6cf-4f7a-47c8-9194-cdf7c5fdfeab","FLOOR0.jpg","FLOOR0.jpg","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\wilson-home-repairs\FLOOR0.jpg","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\wilson-home-repairs","wilson-home-repairs",".jpg","376870","0.36","EB41507F5CEA45025EF68427CD9416C932FFC12033AD9BC1201F8504FBBBEE6E","697A15AAA4407B4FAE7A525688B6D1D9","Unknown","Unknown","Unknown","Unknown","Unknown","Picasa","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 9:23:53 PM","7/29/2026 9:23:53 PM","7/29/2026 9:23:53 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","Low","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Wilson Home Repairs\?? OLD PHOTOS\FLOOR0.jpg","1","No",""
"10127ecb-5f1e-400c-8993-fe37761b4353","TRIMREPAIR.png","TRIMREPAIR.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\wilson-home-repairs\TRIMREPAIR.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\wilson-home-repairs","wilson-home-repairs",".png","3272275","3.12","5358901C87CD8FC7A4F665825B65E576D51B671EC8D1C71CA256ED6D90218657","31D1F3BA913063458024029DB146883B","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 9:23:54 PM","7/29/2026 9:23:54 PM","7/29/2026 9:23:54 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","High","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Wilson Home Repairs\?? DROP NEW PHOTO HERE\TRIMREPAIR.png","0","No",""
"fefa86a1-48a1-47ef-9c16-0f2d2d4d8d79","DRYWALL.png","DRYWALL.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\wilson-home-repairs\DRYWALL.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\wilson-home-repairs","wilson-home-repairs",".png","2817979","2.69","BB60C0FF212D897F3AB4B5101D664A2613A98D70F1C96C18FACF2DC0AD0A642C","B6ABCA2610DAF7FB317692D451381A43","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 9:23:56 PM","7/29/2026 9:23:56 PM","7/29/2026 9:23:56 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","High","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Wilson Home Repairs\?? OLD PHOTOS\DRYWALL.png","0","No",""
"d840bf59-de9f-4da8-8329-e5b378652944","FLOOR.png","FLOOR.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\wilson-home-repairs\FLOOR.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\wilson-home-repairs","wilson-home-repairs",".png","1546375","1.47","263A496C4392923E59D82737EA296A7C548A1DC8571A322013C52B99001AD118","52043860BB409CA3B74828991E94BD04","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 9:23:57 PM","7/29/2026 9:23:57 PM","7/29/2026 9:23:57 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","Medium","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Wilson Home Repairs\?? OLD PHOTOS\FLOOR.png","0","No",""
"212f9425-7f07-42f6-a922-be85f35ed28d","GUTTERCLEANING.jpg","GUTTERCLEANING.jpg","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\wilson-home-repairs\GUTTERCLEANING.jpg","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\wilson-home-repairs","wilson-home-repairs",".jpg","163066","0.16","39782328BECB886ACB5FCCA700A27A746A19F299F0354CAC7939AA08C5D663C0","58F209505668BFF2F194B027291A1656","Unknown","Unknown","Unknown","Unknown","Unknown","Picasa","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 9:23:58 PM","7/29/2026 9:23:59 PM","7/29/2026 9:23:58 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","Low","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Wilson Home Repairs\?? OLD PHOTOS\GUTTERCLEANING.jpg","1","No",""
"e85ddc6c-4e56-46be-a7dc-3ea35c7d3048","BATHROOM_WALL.png","BATHROOM_WALL.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\davis-bathroom-remodel\BATHROOM_WALL.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\davis-bathroom-remodel","davis-bathroom-remodel",".png","1656260","1.58","7804099B3A90F250341A8011CEAACE8CFB56A02C30442C1239CEBF1132C553FF","5002FAB27FF868CDD9C44A966ED186E4","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 9:24:00 PM","7/29/2026 9:24:00 PM","7/29/2026 9:24:00 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","Medium","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Davis Bathroom Remodel\?? DROP NEW PHOTO HERE\BATHROOM_WALL.png","0","No",""
"62becdbd-3cee-414c-87b6-b5e915d2dc66","1.png","1.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\martinez-pergola\1.png","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\martinez-pergola","martinez-pergola",".png","2637377","2.52","F8A835AFBE43E1C4787FB5235B24C8FAC661905B49C5A00BAE7BF22EA2D80B67","156DCA09A6A16F058A22B881A499738F","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 9:24:01 PM","7/29/2026 9:24:01 PM","7/29/2026 9:24:01 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","High","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Martinez Pergola\?? OLD PHOTOS\1.png","0","No",""
"adb5eea7-83b6-4aae-a2ef-f92fe37d7919","HOMESERVICEPROJECTPERGOLAS.jpg","HOMESERVICEPROJECTPERGOLAS.jpg","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\martinez-pergola\HOMESERVICEPROJECTPERGOLAS.jpg","H:\My Drive\Happy Place Media\Website Library\Projects\_archive\martinez-pergola","martinez-pergola",".jpg","2081361","1.98","0AB88793F39B024E9657F4B52228B316A64ED58227BABD98F05B659272F04B14","DA1684B44DD4EEFCED45DE65C904B6AD","Unknown","Unknown","Unknown","Unknown","Unknown","Picasa","Unknown","Unknown","Unknown","Unknown","2026:03:17 19:03:40","Unknown","7/29/2026 9:24:02 PM","7/29/2026 9:24:02 PM","7/29/2026 9:24:02 PM","Unknown","Unknown","Unknown","Unknown","False","None","None","Archive","Medium","Yes","H:\My Drive\Happy Place Media\Website Library\Projects\Martinez Pergola\?? DROP NEW PHOTO HERE\HOMESERVICEPROJECTPERGOLAS.jpg","3","Yes",""
"9847acf8-ba94-47b6-be85-1517cdf3aeb9","hero.jpeg","hero.jpeg","H:\My Drive\Happy Place Media\Website Library\Brand\?? DROP BRAND PHOTOS HERE\hero.jpeg","H:\My Drive\Happy Place Media\Website Library\Brand\?? DROP BRAND PHOTOS HERE","?? DROP BRAND PHOTOS HERE",".jpeg","212187","0.2","A3AE720426C9909B3D4386C52CE1404262F1FAD96D90D2D5FE9AC0EA35FE4F0C","54AC896CA0F15143531DE9BD3ED6A31B","480","640","480x640","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 5:04:52 PM","7/27/2026 4:02:43 PM","7/29/2026 5:04:52 PM","1","Unknown","Unknown","Unknown","False","None","None","Hero","Low","No","Unknown","2","No",""
"2c5c883d-2c7f-4918-9a0f-0fb0fc6cf244","portrait.jpeg","portrait.jpeg","H:\My Drive\Happy Place Media\Website Library\Brand\?? DROP BRAND PHOTOS HERE\portrait.jpeg","H:\My Drive\Happy Place Media\Website Library\Brand\?? DROP BRAND PHOTOS HERE","?? DROP BRAND PHOTOS HERE",".jpeg","42429","0.04","7635390DDB962CD041829AAADBD3195B41156CE38BFEB466ED53F54C76FD2E62","8671ED7043730055BF366B58E90289D5","640","427","640x427","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","7/29/2026 5:04:52 PM","7/27/2026 4:02:43 PM","7/29/2026 5:04:52 PM","1","Unknown","Unknown","Unknown","False","None","None","Brand","Low","No","Unknown","2","No",""
